,H9.96h_001,H9.96h_002,H9.96h_003,H9.96h_004,H9.96h_005,H9.96h_006,H9.96h_007,H9.96h_008,H9.96h_009,H9.96h_010,H9.96h_011,H9.96h_012,H9.96h_013,H9.96h_014,H9.96h_015,H9.96h_016,H9.96h_017,H9.96h_018,H9.96h_019,H9.96h_020,H9.96h_021,H9.96h_022,H9.96h_023,H9.96h_024,H9.96h_025,H9.96h_026,H9.96h_027,H9.96h_028,H9.96h_029,H9.96h_030,H9.96h_031,H9.96h_032,H9.96h_033,H9.96h_034,H9.96h_035,H9.96h_036,H9.96h_037,H9.96h_038,H9.96h_039,H9.96h_040,H9.96h_041,H9.96h_042,H9.96h_043,H9.96h_044,H9.96h_045,H9.96h_046,H9.96h_047,H9.96h_048,H9.96h_049,H9.96h_050,H9.96h_051,H9.96h_052,H9.96h_053,H9.96h_054,H9.96h_055,H9.96h_056,H9.96h_057,H9.96h_058,H9.96h_059,H9.96h_060,H9.96h_061,H9.96h_062,H9.96h_063,H9.96h_064,H9.96h_065,H9.96h_066,H9.96h_067,H9.96h_068,H9.96h_069,H9.96h_070,H9.96h_071,H9.96h_072,H9.96h_073,H9.96h_074,H9.96h_075,H9.96h_077,H9.96h_078,H9.96h_079,H9.96h_080,H9.96h_081,H9.96h_082,H9.96h_083,H9.96h_084,H9.96h_085,H9.96h_086,H9.96h_087,H9.96h_088,H9.96h_089,H9.96h_090,H9.96h_091,H9.96h_092,H9.96h_093,H9.96h_094,H9.96h_095,H9.96h_096,H9.96h_097,H9.96h_098,H9.96h_099,H9.96h_100,H9.96h_101,H9.96h_102,H9.96h_103,H9.96h_104,H9.96h_105,H9.96h_106,H9.96h_107,H9.96h_108,H9.96h_109,H9.96h_110,H9.96h_111,H9.96h_112,H9.96h_113,H9.96h_114,H9.96h_115,H9.96h_116,H9.96h_117,H9.96h_118,H9.96h_119,H9.96h_120,H9.96h_121,H9.96h_122,H9.96h_123,H9.96h_124,H9.96h_125,H9.96h_126,H9.96h_127,H9.96h_128,H9.96h_129,H9.96h_130,H9.96h_131,H9.96h_132,H9.96h_133,H9.96h_134,H9.96h_135,H9.96h_136,H9.96h_137,H9.96h_138,H9.96h_139,H9.96h_140,H9.96h_141,H9.96h_142,H9.96h_143,H9.96h_144,H9.96h_145,H9.96h_146,H9.96h_147,H9.96h_148,H9.96h_149,H9.96h_150,H9.96h_151,H9.96h_152,H9.96h_153,H9.96h_154,H9.96h_155,H9.96h_156,H9.96h_157,H9.96h_158,H9.96h_159,H9.96h_160,H9.96h_161,H9.96h_162,H9.96h_163,H9.96h_164,H9.96h_165,H9.96h_166,H9.96h_167,H9.96h_168,H9.96h_169,H9.96h_170,H9.96h_171,H9.96h_173,H9.96h_174,H9.96h_175,H9.96h_176,H9.96h_177,H9.96h_178,H9.96h_179,H9.96h_180,H9.96h_182,H9.96h_183,H9.96h_184,H9.96h_185,H9.96h_186,H9.96h_187,H9.96h_188,H9.96h_189,H9.96h_190,H9.96h_192
rpusd3,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,223.68,93.0,94.0,0.0,105.0,5.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,1.0,64.0,75.0,0.0,0.0,0.0,174.0,53.0,0.0,0.0,10.0,0.0,0.0,85.0,0.0,28.0,88.0,0.0,0.0,7.0,0.0,140.28,0.0,0.0,26.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,41.0,96.0,0.0,7.0,0.0,0.0,47.0,69.0,46.0,11.0,17.0,0.0,0.0,18.0,19.0,41.0,1.0,0.0,0.0,0.0,30.0,48.0,0.0,92.0,25.0,76.0,2.0,0.0,2.0,155.37,3.0,2.0,23.01,0.0,40.0,0.0,6.0,22.0,2.0,6.0,7.0,7.0,5.0,0.0,0.0,20.0,0.0,4.0,0.0,13.0,56.0,14.0,4.0,4.0,20.0,33.0,0.0,3.0,21.0,0.0,5.0,27.0,25.0,0.0,7.0,0.0,217.0,0.0,16.0,20.0,2.0,18.0,30.0,0.0,0.0,26.0,21.0,0.0,0.0,0.0,74.0,22.0,0.0,51.0,0.0,0.0,21.99,0.0,64.0,0.0,0.0,0.0,36.0,53.0,0.0,0.0,0.0,70.0,9.0,75.0,6.0,0.0,34.0,13.0,0.0,80.0,12.0,0.0,0.0,3.0,0.0,19.0,36.0,0.0,9.0,0.0,0.0,36.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,39.0
rpusd4,116.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,36.0,0.0,1.0,0.0,0.0,0.0,4.0,296.0,0.0,0.0,0.0,0.0,7.0,0.0,3.0,0.0,83.0,0.0,87.0,77.0,0.0,0.0,0.0,18.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,273.0,6.0,0.0,67.0,39.0,51.0,0.0,4.0,0.0,0.0,71.0,193.0,0.0,62.0,62.0,4.0,4.0,292.0,18.0,0.0,14.0,2.0,9.0,4.0,20.0,0.0,85.0,0.0,56.0,46.0,5.0,3.0,30.0,36.0,17.0,25.0,4.0,25.0,0.0,36.0,22.0,87.0,15.0,65.0,33.0,2.0,42.16,43.0,0.0,61.0,0.0,0.0,19.0,38.0,94.0,0.0,85.0,5.0,69.0,0.0,4.0,17.0,59.0,29.0,0.0,5.0,0.0,0.0,94.0,0.0,310.93,0.0,0.0,313.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,151.0,0.0,144.0,41.0,155.0,0.0,0.0,121.0,2.0,0.0,310.0,0.0,0.0,91.0,0.0,32.65,0.0,0.0,0.0,0.0,0.0,71.0,12.0,19.0,18.0,0.0,55.0,0.0,0.0,250.0,0.0,0.0,85.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,77.0
rqcd1,0.0,0.0,0.0,9.0,13.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,9.0,1.0,0.0,25.0,0.0,155.0,0.0,0.0,0.0,0.0,115.0,0.0,4.0,16.0,38.0,0.0,0.0,0.0,0.0,4.0,26.0,48.0,0.0,1.0,89.0,64.0,82.99,67.0,2.0,1.0,36.0,0.0,10.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,3.0,0.0,6.0,1.0,0.0,42.0,0.0,101.82,37.0,0.0,68.0,0.0,58.37,117.0,0.0,0.0,0.0,129.0,0.0,7.0,0.0,0.0,4.0,0.0,0.0,97.96,0.0,9.0,37.0,18.0,20.01,2.0,18.0,1.0,0.0,0.0,47.0,1.0,0.0,1.0,51.0,25.0,2.0,0.0,0.0,1.0,8.0,49.0,25.0,6.0,0.0,5.0,42.0,15.0,0.0,24.0,11.0,57.0,0.0,1.0,0.0,0.0,5.0,9.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,28.0,9.0,7.0,0.0,47.0,54.0,47.0,24.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,5.0,78.0,43.0,0.0,0.0,13.0,10.0,0.0,113.0,0.0,32.86,0.0,72.0,24.0,3.0,4.0,0.0,0.0,168.99,65.0,26.0,147.52,0.0,0.0,0.0,2.0,53.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,42.0,2.0,60.0
rrad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rraga,119.0,0.0,0.0,2.0,212.0,0.0,0.0,119.0,142.0,117.0,164.0,0.0,129.0,11.0,0.0,145.0,232.0,49.0,60.0,0.0,1.0,79.0,6.0,0.0,15.0,0.0,8.0,8.0,86.0,44.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,71.0,64.49,37.0,35.0,5.0,4.0,9.01,48.0,0.0,145.77,207.0,89.0,70.0,0.0,0.0,0.0,24.0,5.0,29.0,45.0,0.0,36.0,102.0,32.0,9.0,18.0,0.0,0.0,68.0,1.0,1.0,72.0,161.0,0.0,1.0,219.0,0.0,126.0,1.0,2.0,275.0,102.0,0.0,0.0,2.0,195.08,3.0,0.0,0.0,77.0,20.0,6.0,4.0,12.0,6.0,7.0,17.0,15.0,89.0,0.0,40.0,17.0,14.0,7.0,18.0,44.0,80.0,19.0,19.0,40.0,1.0,33.0,6.0,21.0,132.0,18.0,37.0,1.0,45.0,7.0,39.0,78.8,29.0,81.0,24.0,0.0,76.0,28.0,2.0,46.0,35.0,4.0,1.0,6.0,0.0,48.0,14.0,0.0,0.0,8.0,1.0,143.0,1.0,0.0,0.0,0.0,63.0,0.0,1.0,30.0,76.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,98.0,121.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,20.0,82.0,3.0,13.0,0.0,18.0,0.0,92.0,1.0,0.0,0.0,0.0,7.0,3.0,1.0,0.0,0.0,21.0,37.0,0.0,0.0,68.0,2.0,6.0
rragb,90.0,1.0,0.0,0.0,504.05,665.0,314.84,0.0,0.0,55.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,28.97,0.0,10.0,0.0,43.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,333.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,847.0,0.0,0.0,13.0,104.0,20.0,37.0,0.0,0.0,33.0,0.0,0.0,274.0,27.0,21.0,0.0,1.0,30.0,0.0,2.0,0.0,24.0,97.01,0.0,5.0,16.0,28.0,25.0,36.0,0.0,0.0,2.0,16.0,4.0,16.0,75.0,35.0,127.0,67.0,9.0,7.0,83.0,54.0,2.0,29.0,36.0,223.0,1.0,1.0,0.0,0.0,22.0,0.0,2.0,0.0,0.0,0.0,0.0,66.0,16.0,112.0,0.0,2.0,27.0,21.0,13.0,0.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,0.0,21.0,0.0,0.0,6.0,180.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,164.0,69.0,0.0,0.0,0.0,22.0,0.0,4.0,141.0,12.0,6.0,0.0,0.0,0.0,77.0,79.0,1.0,0.0,0.0,187.0,0.0,68.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
rragc,6.0,1.0,0.0,26.0,0.0,0.0,4.0,0.0,9.0,0.0,163.0,0.0,178.0,0.0,0.0,2.0,2.0,45.0,29.4,0.0,0.0,0.0,94.0,0.0,1.0,0.0,0.0,0.0,276.0,50.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,77.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,137.0,11.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,9.0,10.0,0.0,1.0,0.0,0.0,0.0,22.0,391.0,1.0,0.0,0.0,0.0,29.0,3.0,16.83,70.0,77.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,5.0,0.0,1.0,0.0,47.0,0.0,0.0,24.0,0.0,0.0,0.0,31.0,0.0,0.0,104.0,0.0,25.0,1.0,0.0,7.0,0.0,0.0,26.0,16.0,19.87,0.0,13.0,37.0,0.0,0.0,0.0,1.0,18.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.61,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,0.0,0.0,1.0,0.0,0.0,0.0,101.0,12.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0
rragd,0.0,0.73,0.0,1.0,0.0,1.0,1.08,0.77,4.89,0.0,6.98,0.0,0.95,0.0,1.0,0.0,0.0,0.0,0.63,0.0,0.0,0.81,0.0,2.0,5.0,0.0,0.0,1.13,1.88,1.0,4.83,1.0,1.0,272.58,3.0,3.41,0.0,0.0,0.0,0.92,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.5,91.04,2.01,0.0,1.16,0.0,0.0,326.34,0.0,1.0,1.0,1.0,3.58,25.0,1.71,0.92,28.0,381.0,0.0,0.0,612.93,11.84,0.71,1.0,1.01,3.01,0.0,2.0,1.93,528.66,159.0,0.0,0.97,0.0,0.0,5.62,2.0,2.0,0.0,531.98,2.0,1.21,3.0,1.0,343.41,0.0,109.47,2.98,1.0,119.0,0.98,0.0,116.23,0.0,0.0,11.0,0.0,30.0,9.0,11.19,0.0,5.94,0.0,0.0,1.0,29.05,1.0,0.17,297.76,0.0,6.0,66.0,3.78,0.0,0.0,105.79,56.0,0.0,0.0,4.27,0.0,0.0,182.0,1.98,0.0,1.0,69.03,94.0,1.0,83.03,15.0,164.93,0.0,0.77,0.91,0.0,62.84,0.0,0.0,31.39,1.0,1.21,0.0,3.17,0.0,3.03,2.64,1.11,2.99,0.0,2.0,0.0,222.01,234.59,76.57,2.05,1.0,322.26,36.03,2.0,279.0,3.91,173.15,1.0,0.0,236.0,0.78,0.97,1.11,0.0,1.85,0.0,12.0,3.01,0.0,2.0,0.0,322.25
rras,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,24.0,1.0,0.0,5.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,0.0,0.0,0.0,0.0,69.0,0.0,1.0,22.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72.0,0.0,12.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,5.0,2.0,0.0,0.0,11.0,0.0,0.0,16.0,0.0,10.0,0.0,2.0,0.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rras2,83.0,1.0,103.0,0.0,1.0,67.0,25.0,366.18,663.02,22.0,2.0,88.0,564.29,0.0,0.0,390.0,398.65,75.21,0.0,0.0,0.0,12.0,0.0,41.0,101.0,19.0,0.0,0.0,49.0,372.0,27.0,0.0,2.0,0.0,1.0,758.89,483.0,0.0,5.0,0.0,0.0,0.0,26.0,39.0,366.0,69.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,218.0,0.0,0.0,0.0,2.0,0.0,0.0,123.5,434.34,10.31,0.0,73.0,2.0,382.0,40.0,578.0,203.0,137.0,358.0,0.0,0.0,0.0,414.0,68.0,0.0,71.91,0.0,0.0,19.0,7.0,0.99,100.0,81.0,3.0,0.0,89.0,42.0,0.0,14.0,44.94,48.0,186.27,12.0,24.0,0.0,0.0,156.0,0.0,75.92,0.0,4.0,8.0,31.0,4.0,343.22,27.0,284.97,27.0,0.0,1.0,0.0,11.0,3.0,13.0,10.0,84.0,119.0,20.0,9.0,114.0,8.0,23.0,48.0,139.0,0.0,0.0,0.0,308.0,23.0,21.0,0.0,0.0,106.0,0.0,4.0,338.99,67.0,68.0,0.0,0.0,57.0,228.0,18.0,0.0,3.0,142.53,10.0,0.0,0.0,4.0,0.0,12.0,2.0,1.0,87.0,53.0,4.0,0.0,43.0,20.0,0.0,0.0,178.0,538.0,0.0,13.0,0.0,0.0,0.0,10.0,0.0,16.0,0.0,26.0,0.0,0.0,0.0,75.0,39.0,20.0,78.0,70.0,0.0,20.0
rrbp1,249.0,72.0,106.0,0.0,55.0,255.21,6.0,130.0,216.08,230.95,349.67,135.93,101.0,94.0,323.0,33.0,25.0,120.0,121.79,31.0,215.0,104.0,28.0,64.0,20.0,179.0,51.0,73.0,57.0,36.0,4.16,63.0,6.0,228.0,27.0,17.0,10.0,46.0,80.0,12.0,13.0,0.0,23.0,494.78,3.0,42.0,42.0,42.07,25.0,151.98,46.09,51.0,1.0,64.0,24.0,0.0,43.0,116.0,2.0,113.0,5.0,55.0,120.0,26.0,34.0,152.0,32.08,47.0,63.0,93.39,72.0,1.0,278.0,41.0,31.0,1.0,71.0,178.05,377.0,43.0,36.0,37.0,93.44,24.0,47.0,43.0,69.0,44.0,3.0,40.0,20.0,13.0,14.0,40.0,9.0,40.0,92.0,8.0,11.0,25.0,18.0,20.0,47.0,8.0,41.0,9.0,20.0,33.0,44.0,38.0,57.0,23.0,7.0,9.0,41.0,29.66,7.0,17.0,9.0,23.0,27.0,54.0,48.0,33.0,31.0,51.0,35.0,12.0,7.0,76.0,9.0,32.0,139.0,60.0,90.02,40.0,127.0,86.0,19.0,40.0,26.0,23.0,4.0,22.0,38.0,81.8,51.0,7.0,8.18,19.0,31.0,8.62,14.0,25.0,21.0,29.0,78.0,11.0,55.0,26.0,56.0,25.0,24.0,54.0,111.0,126.0,59.0,26.0,96.0,28.0,8.0,113.0,53.0,40.0,73.06,35.0,42.05,52.0,8.0,40.0,30.0,86.0,3.0,57.0,68.0,51.0,66.0,93.0
rreb1,74.0,45.0,42.03,95.0,152.02,84.0,66.0,124.03,152.98,313.83,116.07,131.0,101.0,173.02,20.0,81.01,13.0,177.66,214.01,152.07,59.0,3.0,514.35,397.85,17.17,20.0,450.0,383.0,106.21,4.0,212.25,92.26,56.01,271.0,64.0,65.0,121.0,107.04,79.0,30.0,25.78,96.0,88.0,231.17,28.15,259.0,29.0,115.0,192.02,75.0,184.01,56.0,139.0,53.07,84.0,44.1,15.0,35.0,31.0,48.0,122.0,116.0,71.88,388.0,268.19,13.08,122.0,0.0,58.0,52.02,62.18,327.03,181.05,97.37,547.81,30.31,842.82,424.0,153.0,175.0,121.02,27.5,310.99,6.01,45.0,38.0,44.0,82.0,12.0,80.01,62.02,127.0,10.0,55.1,16.0,72.0,5.0,50.0,46.0,47.0,42.91,124.03,7.01,41.0,61.0,52.02,45.0,62.02,56.0,4.0,186.0,118.0,126.0,14.0,1.0,17.0,37.0,49.37,84.09,49.5,141.0,57.32,25.0,5.87,3.0,87.0,37.0,104.26,10.0,2.0,62.0,108.03,104.02,106.99,104.0,82.37,197.0,80.0,164.99,64.91,78.03,36.01,83.02,64.0,62.0,41.29,28.0,117.02,9.0,67.02,47.0,32.26,32.65,93.0,23.0,136.56,147.06,44.0,122.0,174.01,97.0,167.01,94.0,60.89,20.0,76.61,184.0,239.0,47.0,227.91,500.17,36.01,50.3,283.0,146.04,260.0,151.24,140.15,56.0,472.0,100.0,58.01,11.0,154.19,69.05,377.29,136.98,173.61
rrh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rrm1,2.0,56.0,451.0,0.0,2.0,4.0,37.0,1.0,159.0,0.0,117.41,258.01,406.0,78.0,1.0,1.0,708.0,576.0,554.0,0.0,1.0,397.0,327.0,13.0,219.0,314.0,252.0,138.0,2.0,4.0,180.0,150.0,467.0,759.0,1821.0,270.13,423.0,1.0,214.0,334.0,54.0,491.0,33.0,209.0,588.0,305.0,342.03,685.0,371.0,63.0,1.0,58.0,607.12,3.0,368.0,367.0,1.0,33.0,912.57,982.32,278.0,178.65,537.29,181.0,0.0,2.0,48.0,406.0,135.0,533.14,174.0,627.0,61.0,459.0,137.0,1265.4,1452.0,823.08,337.08,178.0,151.0,79.0,138.0,251.94,216.0,193.0,250.0,143.0,74.0,275.0,279.0,101.0,47.99,697.16,503.0,2.0,407.0,189.0,382.0,171.0,1.0,161.0,333.02,9.0,592.67,196.0,372.0,295.0,391.0,157.0,1.0,421.0,412.0,2.0,160.0,153.49,5.0,229.0,273.0,147.0,154.0,21.0,312.0,108.0,163.0,320.0,120.0,269.0,138.0,1.0,632.0,0.0,22.0,54.99,22.0,0.0,1.0,1.0,480.0,319.0,213.0,171.06,14.0,131.0,40.0,278.0,68.0,44.0,0.0,167.34,155.0,312.0,312.0,120.0,0.0,438.76,209.0,0.0,0.0,42.0,1.0,124.01,62.0,78.0,242.0,2.0,490.0,343.0,556.0,344.06,333.61,1.0,144.01,0.0,0.0,218.0,63.0,867.02,1.0,2.0,2.0,0.0,3.0,0.0,305.0,310.0,64.0,623.98
rrm2,9.72,1078.52,113.06,173.54,2.73,8.23,961.3,317.68,161.62,188.82,5.45,170.74,146.78,511.49,7.42,9.24,21.83,49.15,751.16,98.31,109.82,1.33,1.2,15.32,67.68,257.68,320.35,2.07,21.36,43.5,11.24,189.15,650.12,41.67,655.92,175.69,27.53,3.28,63.32,1.01,2.94,20.88,0.0,2.43,597.48,313.11,598.53,253.07,948.19,488.46,8.16,25.43,1.42,61.24,241.95,1.03,0.0,115.74,544.53,136.96,29.19,621.71,361.81,165.95,340.98,42.23,709.08,108.88,2.21,577.36,224.75,882.02,294.32,2.93,333.77,1492.92,374.0,383.36,601.9,6.58,272.68,50.29,1.2,72.22,209.98,111.16,1050.01,64.36,96.9,60.34,10.45,61.2,4.02,185.79,361.29,146.09,309.6,2.91,132.15,295.76,3.28,29.54,169.76,15.96,67.98,154.21,35.18,262.29,101.52,51.48,1.97,229.9,735.99,11.04,21.9,220.91,1.01,91.58,623.57,228.74,86.56,7.13,58.43,53.06,188.84,288.82,162.92,180.57,171.35,6.06,728.89,155.3,397.73,1.21,0.0,11.05,30.11,14.6,54.96,201.01,196.87,36.0,11.86,309.46,2.17,397.61,105.31,6.64,10.23,357.14,198.99,116.99,202.5,106.99,233.17,748.1,6.42,21.14,63.46,68.55,241.68,174.44,3.5,10.63,33.64,198.84,214.28,185.69,103.82,129.26,296.28,7.08,346.83,188.69,0.0,156.99,7.72,452.01,0.0,753.0,2.3,128.82,9.14,3.13,639.58,410.89,47.89,175.95
rrm2b,2.0,6.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,133.0,0.0,350.0,368.0,0.0,551.0,0.0,627.0,0.0,1864.83,127.01,0.0,0.0,2.0,3.0,1.0,70.0,2.0,0.0,199.97,46.0,0.0,44.0,0.0,41.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,314.0,0.0,350.0,1.07,34.0,135.0,0.0,0.0,1.0,545.98,0.0,6.0,904.97,0.0,77.0,123.56,42.0,88.02,56.0,25.0,53.0,1.0,5.0,37.0,2.0,0.0,1.0,15.0,0.0,22.0,259.0,65.0,131.0,71.0,65.46,86.0,1.0,0.0,43.0,426.0,118.0,47.0,29.0,13.0,1.0,36.0,70.0,225.0,38.0,52.0,14.0,0.0,173.0,5.0,93.0,16.0,1.0,0.0,0.0,0.0,1.0,7.0,54.96,2.0,163.82,117.0,72.13,107.0,304.0,147.0,23.0,29.0,28.0,90.0,4.0,60.82,0.0,0.0,205.0,0.0,0.0,0.0,186.0,0.0,0.0,22.0,76.0,3.0,124.0,0.0,0.0,0.0,0.0,13.02,0.0,1.0,0.0,0.0,49.0,0.0,37.0,30.0,6.0,2.0,0.0,25.0,0.0,0.0,0.0,1.0,0.0,297.0,16.0,0.0,0.0,0.0,272.0,0.0,32.8,175.0,0.0,62.6,0.0,0.0,40.0,0.0,233.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0
